,filename,chunk
109,Information Security Policy.txt,"1	Introduction  
Information is the critical aspect for any organizationâs existence and growth. It is of utmost importance that the policy is defined at organizational level to establish the need to secure information and information processing facilities. Access to information, information processing facilities, and business processes should be controlled on the basis of business and security requirements.

2	Objective
The purpose of this Policy is to prevent unauthorized access to operating systems. This Policy is designed to protect information from unauthorized change, destruction, or disclosure, whether intentional or accidental.

3	Scope
The scope of this Policy includes all XTRACAP employees. Each employee is responsible for carrying out his or her responsibilities under this Policy.

4	Enforcement
Violations of this Policy include, but are not limited to: accessing information and information processing facilities which the individual has no legitimate access to; enabling unauthorized individuals to access the information; disclosing information in a way which violates applicable policy, Policy or other relevant regulations or laws; or inappropriately modifying or destroying information. Violations may result in access revocation, corrective action up to and including dismissal, and/or civil or criminal prosecution under applicable law."
110,Information Security Policy.txt,"5	Policy 
It is the responsibility of Staff to protect information from unauthorized change, destruction or disclosure.
You need to complete Xtracapâs security awareness training and agree to uphold the acceptable use policy. 
If you identify an unknown, un-escorted or otherwise unauthorized individual in Xtracap you need to immediately notify the CISO. 
Visitors to must be . If you are responsible for escorting  you must restrict them appropriate areas. 
You are required not to reference the subject or content of sensitive or confidential data publically, or via systems or communication channels not controlled by Xtracap. For example, the use of external e-mail systems not hosted by Xtracap to distribute data is not allowed. 
Please keep a clean desk. To maintain information security, you need to ensure that all printed inscope data is not left unattended at your workstation. 
You need to use a secure password on all Xtracap systems as per the password policy. These credentials must be unique and must not be used on other external systems or services. 
Terminated employees will be required to return all records, in any format, containing personal information. 
You must immediately notify the IT Infra team in the event that a device containing in scope data is lost (e.g. mobiles, laptops etc). 
In the event that you find a system or process which you suspect is not compliant with this policy or the objective of information security you have a duty to inform the IT Infra team so that they can take appropriate action. 
If you have been assigned the ability to work remotely you must take extra precaution to ensure that data is appropriately handled. Seek guidance from the IT Infra Lead if you are unsure as to your responsibilities. 
Please ensure that assets holding data in scope are not left unduly exposed, for example visible in the back seat of your car."
111,Information Security Policy.txt,"Data that must be moved within Xtracap is to be transferred only via business provided secure transfer mechanisms (e.g. encrypted USB keys, file shares, email etc). Xtracap will provide you with systems or devices that fit this purpose. You must not use other mechanisms to handle in scope data. 
Any information being transferred on a portable device (e.g. USB stick, laptop) must be encrypted in line with industry best practices and applicable law and regulations. If there is doubt regarding the requirements, seek guidance from the IT Infra Lead.
You must allow all Anti-Virus updates on your laptop and must not uninstall the software from your workstations. Any interference in the function of the anti-virus will result in strict action taken against you. 
Xtracap will never use any Obsolete Software / Hardware
The mobile app updates once deployed are mandatory thus ensuring that no one uses the obsolete app."
112,Logging and Monitoring Policy.txt,"LOGGING AND MONITORING POLICY
ISO 27001: 2013

XTRACAP FINTECH PRIVATE LIMITED
411, Vishal Tower, 10 District Centre, Janakpuri, Delhi, West Delhi, India - 110058


Document Summary


Document Revision History"
113,Logging and Monitoring Policy.txt,"PURPOSE
The objective of this policy is to ensure that XTRACAP FINTECH PRIVATE LIMITED detects unauthorised activity, ensure that critical systems are monitored and information security events are recorded.
SCOPE
This policy covers all information and associated IT infrastructure within XTRACAP FINTECH PRIVATE LIMITED.
POLICY
XTRACAP FINTECH PRIVATE LIMITED critical network devices such as servers, Network devices and services shall be configured to monitor and logs recording of user activities, exceptions, and information security events shall be recorded, stored and produced when required.
XTRACAP FINTECH PRIVATE LIMITED IT Department shall ensure that audit logs recording exceptions and other security-relevant events are produced for critical systems and kept for an agreed period to assist in future investigations and access control monitoring.
XTRACAP FINTECH PRIVATE LIMITED IT Department shall ensure that procedures for monitoring use of information processing facilities are established, and the results of the monitoring activities are reviewed annually.
Current logs will be created application wise under application folder name
e.g. for API: fintech-api.log file will be created under api-logs folder
System will archive file in 3 cases
When logs file exceeds 50mb size
When a new day is started.
When application is restarted"
114,Logging and Monitoring Policy.txt,"The file will be archived in gz format with date and will be moved to the folder of the application under folder name as current year and month.
If there are multiple archives in a day file will be appended with numeric in suffix of the file name
The logs that are generated are backed up on the dr server and the s3 bucket. Jenkins is used for monitoring the application logs and any alerts are sent on Teams.
The Leadership group & IT Group has access to these logs.
All the monitored critical devices such as servers, firewalls, Routers etc. shall have their system clocks synchronized for consistent and meaningful logged information.
Monitoring and logging devices and software shall be protected from unauthorised use and other internal or external attacks that may deactivate the logging process and / or modify to delete the logs themselves. 
Logging facility and Logs of monitored devices shall be protected from tampering and unauthorised access. The Logs should be securely stored to provide evidence during audits.
Annual audit and review of all logs generated by monitored devices shall be the responsibility of IT Department.
Current list of access privileges of each user for each information system and IT asset shall be securely retained.
All incidents that are found to have been repetitive shall be reported to Info Sec Manager for further action."
115,Password Protection.txt,"Overview
Passwords are an important aspect of computer security.  A poorly chosen password may result in unauthorized access and/or exploitation of our resources.  All staff, including contractors and vendors with access to Xtracapâs systems, are responsible for taking the appropriate steps, as outlined below, to select and secure their passwords. 

Purpose
The purpose of this policy is to establish a standard for creation of strong passwords and the protection of those passwords.

Scope
The scope of this policy includes all personnel who have or are responsible for an account (or any form of access that supports or requires a password) on any system that resides at any Xtracap facility, has access to the organizationâ network, or stores any non-public information.

Policy
Password Creation
All user-level and system-level passwords must conform to the Password Construction Guidelines.
Users must use a separate, unique password for each of their work related accounts.  Users may not use any work related passwords for their own, personal accounts.
User accounts that have system-level privileges granted through group memberships or programs such as sudo must have a unique password from all other accounts held by that user to access system-level privileges.  In addition, it is highly  that some form of multi-factor authentication is used for any privileged accounts

Password Change
Passwords should be changed at least once in every 42 days.
Password cracking or guessing may be performed on yearly or random basis. If a password is guessed or cracked during one of these scans, the user will be required to change it to be in compliance with the Password Construction Guidelines."
116,Password Protection.txt,"Password Protection
Passwords must not be shared with anyone, including supervisors and coworkers. All passwords are to be treated as sensitive, confidential information. Please refer to the technical reference for additional details. 
Passwords must not be inserted into email messages, Alliance cases or other forms of electronic communication, nor revealed over the phone to anyone. 
Passwords may be stored only in âpassword managersâ authorized by the organization.
Do not use the ""Remember Password"" feature of applications (for example, web browsers).
Any user suspecting that his/her password may have been compromised must report the incident and change all passwords.
Application Development
Application developers must ensure that their programs contain the following security precautions:
Applications must support authentication of individual users, not groups.
Applications must not store passwords in clear text or in any easily reversible form.
Applications must not transmit passwords in clear text over the network.
Applications must provide for some sort of role management, such that one user can take over the functions of another without having to know the other's password.

Multi-Factor Authentication
Multi-factor authentication is highly encouraged and should be used whenever possible, not only for work related accounts but personal accounts also."
117,Password Protection.txt,"Policy Compliance
Compliance Measurement
The IT Infra team will verify compliance to this policy through various methods, including but not limited to, periodic walk, video monitoring, business tool reports, internal and external audits, and feedback to the policy owner. 
Exceptions
Any exception to the policy must be approved by the IT Infra head in advance. 
Non-Compliance
An employee found to have violated this policy may be subject to disciplinary action, up to and including termination of employment. 
Related Standards, Policies and Processes
Password Construction Guidelines
Strong passwords are long, the more characters you have the stronger the password. We recommend a minimum of 14 characters in your password.  In addition, we highly encourage the use of passphrases, passwords made up of multiple words.  Examples include âItâs time for vacationâ or âblock-curious-sunny-leavesâ.  Passphrases are both easy to remember and type, yet meet the strength requirements.  Poor, or weak, passwords have the following characteristics: 

Contain eight characters or less.
Contain personal information such as birthdates, addresses, phone numbers, or names of family members, pets, friends, and fantasy characters.
Contain number patterns such as aaabbb, qwerty, zyxwvuts, or 123321.
Are some version of âWelcome123â âPassword123â âChangeme123â

In addition, every work account should have a different, unique password. To enable users to maintain multiple passwords, we highly encourage the use of âpassword managerâ software that is authorized and provided by the organization.  Whenever possible, also enable the use of multi-factor authentication. We also recommend that each month, the system password to your machine be changed for better security."
118,Physical Media Handling.txt,"Introduction  
Physical Media Handling is the critical aspect for any organizationâs communication method. It is of utmost importance that the policy is defined at  level to establish the need to secure information and information processing facilities. Access any kind of physical media should be controlled on the basis of business and security requirements.

Objective
The purpose of this Policy is to prevent unauthorized access to any physical media by any unauthorized people. This Policy is designed to protect physical media devices from unauthorized change, or destruction, whether intentional or accidental.

Scope
The scope of this Policy includes all XTRACAP employees. Each employee is responsible for carrying out his or her responsibilities under this Policy.


Policy"
119,Physical Media Handling.txt,"4.1 Management of Removable Media
 this presents two clear risks, loss of information and corruption of information or introduction of unknown software when the device is reintroduced onto the organisations network.
If no longer required, information should be deleted/destroyed and made unrecoverable. If  authorisation should be required and records of this kept. Cryptography should be considered in order to protect from loss of data. If the media is being removed for backup purposes, it should be stored separately (think co-location) to remove the risk of correlated threats, but security should be considered for  storage, and multiple copies could be considered on discrete devices to protect against degradation of the data. Removable drives should only be permitted as a conscious choice to accept rather than the other way around. IT departments need to be aware that enabling the USB sockets on the CEOs computer for ease of use is often the most straightforward way for a 3rd party to gain access (physically or logically) to the organisations network.
Documented procedures are required to cover the handling of removable media.

4.2 Disposal of Media
This should be done securely, and disposal records should be kept. If devices containing sensitive data are damaged it should be a consideration to physically destroy them rather than sending them to a third party for repair.

4.3 Physical Media Transfer
If subcontracted, a list of approved carriers / couriers should be  and procedures put in place for the identification of those couriers. Logs of identification of information, time of transfer and receipt should be maintained â this should form part of the procedures."
120,Physical Media Handling.txt,"Enforcement
Violations of this Policy include, but are not limited to: accessing information which the individual has no legitimate access to; enabling unauthorized individuals to access the media; disclosing media in a way which violates applicable policy, Policy or other relevant regulations or laws; or inappropriately modifying or destroying information. Violations may result in access revocation, corrective action up to and including dismissal, and/or civil or criminal prosecution under applicable law."
121,POSH Policy Xtracap.txt,"Xtracap Fintech India Pvt. Ltd


Policy for Prevention of Sexual Harassment at Workplace



Document History"
122,POSH Policy Xtracap.txt,POLICY FOR PREVENTION OF SEXUAL HARASSMENT AT THE WORKPLACE
123,POSH Policy Xtracap.txt,"Introduction

Xtracap Fintech India Private Limited (the âCompanyâ) is committed to providing a work environment where every employee is treated with dignity and respect irrespective of gender and hierarchy. The Company does not tolerate any form of sexual harassment and is committed to take all necessary steps to ensure that its employees are not subjected to any form of sexual harassment.

It has become increasingly evident that legislative measures for combating sexual harassment need to be accompanied by an effective preventive mechanism introduced at workplace by the Company.

Keeping this in view, the Company has framed a policy for Prevention, Prohibition and Redressal of Sexual Harassment at Workplace (âPolicyâ) in accordance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013, (hereinafter referred to as the âActâ) read with Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Rules, 2013.

The purpose of the Policy is to offer its employees, a workplace where equitable treatment is afforded to every employee.

Scope of the Policy

Subject to the applicable provisions of the Act, this Policy deals with all the incidents and complaints of sexual harassment at the workplace, arising out of or during the course of employment with the Company.

Although the Act stipulates putting in place a mechanism for prevention, prohibition and redressal of sexual harassment against women at workplace, given the policy of the Company to ensure equitable treatment to all the employees irrespective of gender or hierarchy, this Policy extends to all categories of employees of the Company. In view of this, all the provisions of this Policy shall mutatis mutandis apply to complaints of sexual harassment by the male employees as well. In such a situation, any reference to feminine gender shall be read as masculine gender and vice versa."
124,POSH Policy Xtracap.txt,"For the purpose of this Policy â

âemployeeâ means any person employed at a workplace for any work on regular or temporary, ad hoc or daily wages basis, either directly or through an agent, including a contractor, with or, without the knowledge of the principle employer, whether for remuneration or not, working on a voluntary basis or otherwise, whether the terms of employment are express or implied and includes a co-worker, a contract worker, probationer, trainee, apprentice or called by any other such name.

âworkplaceâ includes the office(s) of the Company situated at 411, Vishal Towers, 10 District Center, Janakpuri , Delhi - 110048 India, any other office(s)/ property (ies) taken/ to be taken by the Company in relation to its business, and any place visited by the employee arising out of or during the course of employment including transportation provided by the Company for undertaking such journey.

Words and expressions used and not defined herein but which are defined in the Act shall have the meanings respectively assigned to them in the Act.

What constitutes âSexual harassmentâ

Sexual harassment includes such unwelcome sexually determined behavior, as physical contacts and advances, sexually coloured remarks, showing pornography and sexual demands whether by words, gestures or actions.

The following circumstances, among others, if occur or are present in relation to or connected with any act or behaviour of sexual harassment :-

implied or explicit promise of preferential treatment in her employment; or
implied or explicit threat of detrimental treatment in her employment; or
implied or explicit threat about her present or future employment status; or
interference with her work or creating an intimidating or offensive or hostile work environment for her; or
humiliating treatment likely to affect her health or safety."
125,POSH Policy Xtracap.txt,"What to do in the case of incidence of sexual harassment: In the case of incidence of sexual harassment, the Company has put in place two tier redressal mechanism. The aggrieved woman can at the first instance, opt to consult the Ombudsman nominated for the purpose of this Policy. If she is not satisfied with the outcome of the consultation with the Ombudsman, she may file a formal complaint to the Internal Committee (IC). Alternatively, the aggrieved may directly file a formal complaint to the IC without approaching the Ombudsman."
126,POSH Policy Xtracap.txt,"Option to consult the Ombudsman before registering formal complaint to IC

Any of the aggrieved employees may, before registering a formal complaint with the IC, consult the Ombudsman nominated by the Company in this behalf within 15 (fifteen) days of the incidence of sexual harassment. Nonetheless, this option will be at the discretion of the aggrieved employee. If the aggrieved employee wants to register a complaint directly to IC, he/she can do that without any compulsion for exploring this option. The Ombudsman will take steps to settle the matter amicably between the complainant and the person against whom the complaint has been filed (âRespondentâ) through counselling, preferably within 7 (Seven) days of being approached by an employee. However, if the aggrieved person is not satisfied with the counselling and measures taken by the ombudsman he/ she may file a formal complaint to the IC.

Notwithstanding anything mentioned herein, it is clarified that the time taken for exercising this option (from the date of approaching by the employee and till the disposal of the matter by the Ombudsman) shall be in addition to the time permitted under the Act for filing the complaint before the IC.

The Company has appointed Ms. Akanksha Trivedi (Email: hr@xtracapindia.com ) as Ombudsman for the purpose of this Policy.

Internal  Committee
The IC has been constituted for time bound redressal of the complaints of sexual harassment. The IC, as on date, comprises of the following:"
127,POSH Policy Xtracap.txt,"Every Member of the IC shall hold office for a period not exceeding three years, from the date of their nomination by the Director and Head âHR (also referred to as âSenior Managementâ).

Procedure for Complaint and Inquiry

a complaint of sexual harassment shall be made in writing or by email to the IC email ID or to any member of the IC (along with the supporting documents and list of witnesses, if any) at the earliest point of time and in any case within 4 (four) months of the alleged incident and in the case of series of incidents, within a period of 4 (four) months from the date of the last incident. Where such complaint cannot be made in writing, the Presiding Officer (PO) or any member of IC shall render all reasonable assistance to the aggrieved woman (also referred as the âcomplainantâ) for making the complaint in writing.

any Complaint against the employer shall be made by the aggrieved woman to the Local Committee constituted by the appropriate Government under the Act.

it is important that the aggrieved person keeps a written record of dates, times, details of the conduct and witnesses, if any. Each complaint should at the minimum be specific as to:

nature of sexual harassment
identity of the person/s who is/are involved in the act/s of sexual harassment
facts and circumstances in support of the complaint

Where the victim cannot make a complaint on account of â

physical incapacity, her legal heirs or relative or friend or co-worker or an officer of the National Commission for Women or State Womenâs Commission or any person who has knowledge of such incident, with the written consent of the victim, may make a complaint;

mental incapacity, her legal heirs or relative or friend or a special educator or a qualified psychiatrist or psychologist or the guardian/ authority under whose case she is getting treatment or any person who has knowledge of such incident jointly with any of the above may make a complaint."
128,POSH Policy Xtracap.txt,"death, her legal heirs or any person who has knowledge of such incident, with the consent of her legal heir; or

otherwise for any other reason, her legal heirs or any person who has knowledge of such incident, with the her consent.

On receipt of the complaint, the IC shall forward a copy of the same to the Respondent within 7 (seven) days from the receipt thereof. The Respondent shall file reply to the complaint along with list of documents and witnesses at the earliest and in any case not later than 10 (ten) days from the date of receipt of the copy of complaint from IC.

The IC, before initiating an inquiry and at the request from the complainant can take steps to settle the matter between the complainant and the Respondent through conciliation. However, no monetary settlement shall be made as a basis of conciliation.

Where a settlement has been arrived during the conciliation proceedings, IC shall record the settlement so arrived and provide copies thereof to the complainant as well as the Respondent. Where a settlement has been arrived based on conciliation, no further inquiry shall be conducted.

If the complainant informs the IC that any such settlement is not complied with then in such a case, the IC shall proceed with the inquiry. The IC will allow both the parties to explain their case in detail. Both the parties (complainant and Respondent) will also be required to submit the evidences in support of their statements.
For the purpose of making an inquiry, the IC shall have the same powers as are vested in a civil court under the Code of Civil Procedure, 1908 when trying a suit in respect of the following matters, namely:

summoning and enforcing the attendance of any person and examining on oath;
requiring the discovery and production of documents; and
any other matter which may be prescribed."
129,POSH Policy Xtracap.txt,"The IC shall make inquiry into the complaint in accordance with the principles of natural justice.
Parties shall not be allowed to bring any legal practitioner to represent them in
the proceedings before the IC.

The IC shall have the right to terminate the inquiry proceedings or to give ex-parte decision on the complaint, if the complainant or the Respondent fails, without sufficient cause, to present herself/ himself for 3 (three) consecutive hearings convened by the Presiding Officer. However, such termination or ex-parte order shall not be passed without giving 15 (fifteen) daysâ notice to the parties.

The inquiry shall be completed within a period of 90 (ninety) days. Any delays will have to be explained in writing to the complainant, the Respondent and to the Senior Management.

During the pendency of the inquiry, on a written request made by the complainant, the IC may recommend any of the below relief to the complainant:

transfer of the complainant or the Respondent to any other office of the Company; or

grant leave to the complainant up to a period of 3 (three) months and this will be in addition to any other entitled leave or grant such other relief to the complainant as may be decided by the IC; and

restrain the Respondent from reporting on the work performance of the complainant or writing confidential reports and assign the same to another employee.

On completion of the inquiry, the IC shall provide a report of its findings to the Senior Management within a period of 10 (ten) days from the date of completion of the inquiry and a copy of the report shall be given to the complainant and Respondent.

If the allegations against the Respondent are not proved, no action will be recommended by the IC against the Respondent."
130,POSH Policy Xtracap.txt,"In case the allegation against the Respondent has been proved, the IC may recommend any of the following:
	to take action for sexual harassment as a misconduct as per Companyâs policy/ service rules/ code of conduct including a verbal or written warning, suspension, or termination of employment or a written apology, reprimand or censure, withholding of promotion, pay rise or increments, undergoing a counseling session or carrying out community service.

ii. to deduct, notwithstanding anything in the Companyâs policy/ service rules/ code of conduct applicable to the Respondent, from the salary or wages of the Respondent, such sum as it may consider appropriate to be paid to the aggrieved woman or to her legal heirs, as it may determine.

For the purpose of determining the sum to be paid to the aggrieved woman, the IC would have regard to:

the mental trauma, pain, suffering and emotional distress caused to the aggrieved woman;
the loss in career opportunity due to the incident of sexual harassment;
medical expenses incurred by the victim for physical or psychiatric treatment;
the income and financial status of the Respondent;
feasibility of such payment in lump sum or in installments.

In case the employer is unable to make such deduction from the salary of the Respondent due to his being absent from duty or cessation of employment, IC may direct the Respondent to pay such sum to the aggrieved woman.

The IC may forward the order for recovery of the sum as an arrear of land revenue to concerned District Officer, in terms of the provisions of the Act.

The employer shall act upon the recommendation made by the IC within 60 (sixty) days of its receipt."
131,POSH Policy Xtracap.txt,"Notwithstanding anything contained in the Right to Information Act, 2005, the contents of the complaint made, the identity and addresses of the aggrieved woman, Respondent and witnesses, any information relating to conciliation and inquiry proceedings, recommendations of the IC, as the case may be, and the action taken by the employer or the District Officer under the provisions of the Act shall not be published, communicated or made known to the public, press and media in any manner.

Punishment for False/ Malicious Complaint and False Evidence

The Company strongly discourages false and malicious complaints by the employees.

Where the IC arrives at the conclusion that the allegation against the Respondent is malicious or the aggrieved woman or any other person making the complaint has

produced any forged or misleading document, it may recommend to the employer to take any action including â

Written apology
Warning and taking a written bond of good conduct
Reprimand or censure
Withhold of promotion
Withhold of pay rise or increments
Termination from service
Undergo counselling session
Perform community service

However, mere inability to substantiate a complaint or provide adequate proof may not attract action against the complainant under this section.

The malicious intent on the part of the complainant shall be established after an inquiry in accordance with the procedure prescribed under the Act, before any action is recommended.

Action against witness in case of false evidence: Where the IC arrives at a conclusion that during the inquiry any witness has given false evidence or produced any forged or misleading document, it may recommend to the employer of the witness to take action in accordance with the provisions of the service rules applicable to the said witness.

Appeal by Aggrieved Person"
132,POSH Policy Xtracap.txt,"A person aggrieved with the recommendations made by the IC, or the non- implementation of the recommendations of the IC, as the case may be, may prefer an appeal within a period of 90 (ninety) days in terms of the provisions section 18 of the Act.
Amendments to the Policy

Based on the experiences of working on the Policy, the Senior Management may make necessary amendments in the Policy. Further, the IC may also make recommendations to the Senior Management about amendments in the Policy."
133,Production Backup.txt,"Database Hosted on Production Server
analytics
auth
xtracap
xtracap_archive

What do we Backup
xtracap
analytics
xtracap_archive

Frequency of Backup
xtracap (30 4 * * *)
Daily Backed up and Downloaded to Local QA Server.
Copy of Backup pulled onto DR Server.
From DR Server Last 7 Backups are Pushed to S3 Bucket.
analytics(30 4 * * *)
Daily Backed up and Downloaded to Local QA Server.
Copy of Backup pulled onto DR Server.
From DR Server Last 7 Backups are Pushed to S3 Bucket.
xtracap_archive(H 3 3,18 * *)

How do we Backup
We have a Jentkins Job to Backup and Download Daily DB to QA Server
http://jenkins.bridge2capital.com:8080/view/FintechProd/job/Prod_DB_Backup_Download_2_QA/
Cron:
30 4 * * *
This Job Downloads Daily DB Backup from Production Server to Local QA Server
-It downloads two DBs
xtracap
analytics

Archiving 
Archiving process is running on Production Server through a Cron Job, daily at 2:05 am using the Script available at below Path:
05 2 * * * /bin/sh -x /deployment/scripts/archive.sh
Gagan will give you a writeup on this


xtracap_archive
http://jenkins.bridge2capital.com:8080/view/FintechProd/job/Prod_Archive_DB_Backup_Download_2_QA/

Archive Jenkins Job
H 3 3,18 * *"
134,Return of company assets.txt,"Policy Statement
The policy highlights the return of all company owned assets from employees, third parties etc, and the circumstances of the return. 

Objective
The objective of this policy is to ensure the return of company owned assets in a rightful and orderly manner.

Policy.
Both workers and external stakeholders must return all of the organizational assets in their possession upon termination of their job, contract or agreement

Implementation Guidance
The termination process must be legally concluded with the return of all tangible and electronic assets previously assigned owned or entrusted to the organization.
When an employee or external user buys the equipment of the company or uses his/her own personal equipment, it is important to follow protocols to ensure that all relevant information is transmitted to the company and safely removed from the equipment.
In situations where an employee or external user is aware that this information is necessary for ongoing operations, it should be reported and transmitted to theÂ organization. During the notice period of termination, unauthorized copying of sensitive information  intellectual property) by terminated workers and contractors should be monitored by the company.

EnforcementÂ 
Any employee found to have violated this policy may be subjected to disciplinary action in line with the HR Policy"
135,Third  Party Security.txt,"Overview
 contains the code of conduct and information sharing with third parties that require any kind of integration or access to any of the services that are designed and implemented by the Xtracap organization. 
Purpose
This document describes the policy under which third party persons or organizations connect to or access network resources onÂ Xtracap networks for the purpose of business-related transactions or other approved business transactions.

Scope
All connections and network resources access between third parties that require access to non-publicÂ resources fall under this policy, regardless of what technology is used for the connection. Connectivity to third parties such as the Internet Service Providers (ISPs) that provide Internet access forÂ Xtracap or to the Public Switched Telephone Network does NOT fall under this policy.
3.1 Employees
This policy applies to allÂ Employees, Contractors, and Third Party Employees, who use, process, and manage information and business processes of Xtracap.
3.2 Records
Records being generated as part of this Policy shall be retained for the period of the partership. Records shall be in hard copy or electronic media. The records shall be owned by the respective system administrators and shall be audited once a year.
3.4 Distribution and Maintenance
This Policy document shall be made available to all the employees covered in the scope. All the changes and new releases of this document shall be made available to the persons concerned. The maintenance responsibility of the document shall be with the I Infra team and system administrators.

Privacy
This Policy document shall be considered as âconfidentialâ and shall be made available to the concerned persons with proper access control. Subsequent changes and versions of this document shall be controlled."
136,Third  Party Security.txt,"Policy Compliance
Compliance Measurement
This Policy shall be implemented by the IT Infra team and designated personnel (if any).This policy has full support from theÂ executive steering committee and human resources. This policy is a living document and may be modified at any time by the IT manager, human resources, or the executive steering committee.
The IT Infra team will verify compliance to this policy through various methods, including but not limited to, business tool reports, internal and external audits, and feedback to the policy owner. 
Exceptions
Any exception to the policy must be approved by the Infosec team in advance. 
Non-Compliance
An employee found to have violated this policy may be subject to disciplinary action, up to and including termination of employment. 

Policy 
6.1 Pre-RequisitesÂ Security Review
All new extranet connectivity will go through a security review with the Office of IT Manager. The reviews are to ensure that all access matches the business requirements in a best possible way, and that the principle of least access is followed."
137,Third  Party Security.txt,"6.2 Third Party Connection Agreement
All new connection requests between third parties and Xtracap require that the third party  agree to and sign theÂ Third Party Agreement. This agreement must be signed by the IT Manager as well as a representative from the third party who is legally empowered to sign on behalf of the third party.Â  By signing this agreement the third party agrees to abide by all referenced policies. The signed document is to be kept on file with the relevant extranet group.Â  All non-publicly accessible information is the sole property of Xtracap.

Â 6.3Â Business Case
All extranet connections or network resource access must be accompanied by a valid business justification, in writing, that is approved by the third party. Typically this function is handled as part of theÂ Third Party Agreement.

6.4 Point  Contact
The Third Party must designate a person to be the Point of Contact (POC) for the third party connection. The POC acts on behalf of the party, and is responsible for those portions of this policy and the âThird Party AgreementâÂ that pertain to it. In the event that the POC changes, the relevant third party person or organization, must inform Xtracap promptly."
138,Third  Party Security.txt,"6.5 Establishing Connectivity
All contracting authorities within that wish to establish connectivity or network resource access to a third party are to file an Extranet connectivity request with IT Manager accompanied by a âThird Party AgreementâÂ signed by the third party person, organization, or rightful designee.Â  IT Manager will then engage the third party to address security issues inherent in the project. All connectivity established must be based on the least-access principle, in accordance with the approved business requirements and the security review. All connectivity requests will have a specific beginning and ending date.Â  In no case will rely upon the third party to protect network or resources.Â  IT Manager will grant access to all approved resources and reserves the right to refuse access on the basis of legitimate security concern as decided by theÂ IT Infra Lead.

6.6 Modifying or Changing Connectivity and Access
All changes in access must be accompanied by a valid business justification, and are subject to security review.Â  The Xtracap team is responsible for notifying the third party person or organization and IT Manager when there is a material change in their originally provided information so that security and connectivity evolve accordingly.Â  Extensions will be granted on a  basis and must be requested in writing by the sponsoring contracting authority."
139,Third  Party Security.txt,"6.7 Terminating Access
When access is no longer required, the concerned team withinÂ Xtracap must notify the IT Manager, who will then terminate the access. This may mean a modification of existing permissions up to terminating the circuit, as appropriate. IT Infra team must conduct an audit of their respective connections on an annual basis to ensure that all existing connections are still needed, and that the access provided meets the needs of the connection. Connections that are found to be deprecated, and/or are no longer being used to conduct business or other approved business transactions will be terminated immediately. Should a security incident or a finding that a circuit has been deprecated and is no longer being used to conductÂ business or other approved business transactions necessitate a modification of existing permissions, or termination of connectivity, IT Manager will notify the POC of the concerned Xtracap team of the change prior to taking any action."
140,Travel Reimbursment Policy.txt,"XTRACAP FINTECH INDIA PRIVATE LIMITED


info@xtracapindia.com	CIN U72900DL2017PTC318226


Travel Reimbursement Policy of Xtracap Fintech India Pvt Limited"
141,Travel Reimbursment Policy.txt,"Policy
The travel expenses towards incurred by an employee for official travel on behalf of the company is reimbursable by the company on production of travel expense as per the underlining policy of the company in the approved expenses format only provided to all employees.
All travel for more than a day should have prior email approval of the reporting manager with details of the period and purpose of the travel. The employees should travel with objectives and inform the purpose of the travel.
The travel plan should be planned in advance to ensure proper reservation and in case of air travel the air ticket should done at least 15 days in advance to save the company high airfares due to last minute booking. Note that air ticket cancelation should not be availed without valid reason. All air travel must be approved by the CEO & MD of the company.
The expenses should be accompanied by bill/voucher/ receipt for any amount more than Rs 50.00, in absence of physical copy of the bill/voucher/ receipt the company has the right to reject the claim. In case of loss bill/voucher/ receipt, for all bills of value of more than Rs 1000.00 duplicate copy of the bills has to be arranged and for lesser value approval of reporting manager is required.
Any employee that does not adhere to this policy, falsifies a report or attempts to obtain reimbursement for expenses not in compliance with this policy may be subject to disciplinary action, up to and including termination.
Travel entitlement



Food & Hotel"
142,Travel Reimbursment Policy.txt,"Day trip the employee will be paid Daily Allowance as per the following table


Full hotel allowance can be avail by the employee only when night stay involves outside of employee Head Quarter.
Hotel expenses indicated are maximum limits including room rent and service charges applicable excluding Goods & Service Taxes. Itâs is the responsibility of the employee to collect the bills and

submit with the travel expenses. In case any lodging bill lost then the employee has to collect duplicate lodging bill to claim. Hotel bills will be reimbursed only if supported by proper bills.
Local Conveyance (distribution staff )


Petrol bills have to be submitted for claiming local expenses, the employee can take share taxi, cab from uber / Ola etc . The employees are encouraged to use metro/ local train of intra-city travel where ever available
All employees using two-wheeler are encouraged to buy helmets and wear helmets while driving the company will provide a onetime helmet allowance of Rs 500.00 against bill.
Mobile bill reimbursement ( distribution staff )


The mobile connection and data card (if used) will have to be purchased by the employee and all staff are requested to have post-paid connection as bills will be required for claim
The respective reporting manager to verify, approve and send to Accounts Department at Head Office on or before 10th of every month. Enclose air tickets/boarding passes/AC class rail tickets/hotel lodging/telephone bills etc. The Accounts team will have full authority to process the expenses claims as per the policy and any exception will require approval of the CEO & MD. All claims will be processed only on receipt of the physical claim by the accounts team with email approval of the reporting manager.
NOTE : International travel is not covered under this policy and will be circulate to the concern top management who are entitled for international travel"
